Time,Day,Skelton Stage,Skelton Flow,Viking Stage,Viking Flow
06/11/2000 00:45,7.03125,5.755,345,4.4173716,352
06/11/2000 01:00,7.041666667,5.747,341,4.410642,350
06/11/2000 01:15,7.052083333,5.739,343,4.4039124,348
06/11/2000 01:30,7.0625,5.731,343,4.3971828,348
06/11/2000 01:45,7.072916667,5.723,339,4.3921356,349
06/11/2000 02:00,7.083333333,5.715,341,4.385406,345
06/11/2000 02:15,7.09375,5.706,338,4.3786764,341
06/11/2000 02:30,7.104166667,5.702,338,4.3719468,343
06/11/2000 02:45,7.114583333,5.693,339,4.3652172,343
06/11/2000 03:00,7.125,5.683,341,4.3584876,339
06/11/2000 03:15,7.135416667,5.681,341,4.351758,341
06/11/2000 03:30,7.145833333,5.674,337,4.3441872,338
06/11/2000 03:45,7.15625,5.664,336,4.3408224,338
06/11/2000 04:00,7.166666667,5.655,334,4.3332516,339
06/11/2000 04:15,7.177083333,5.646,335,4.3248396,341
06/11/2000 04:30,7.1875,5.639,335,4.3231572,341
06/11/2000 04:45,7.197916667,5.638,335,4.3172688,337
06/11/2000 05:00,7.208333333,5.629,336,4.3088568,336
06/11/2000 05:15,7.21875,5.625,335,4.301286,334
06/11/2000 05:30,7.229166667,5.619,334,4.2937152,335
06/11/2000 05:45,7.239583333,5.613,331,4.2878268,335
06/11/2000 06:00,7.25,5.606,331,4.2869856,335
06/11/2000 06:15,7.260416667,5.6,332,4.2794148,336
06/11/2000 06:30,7.270833333,5.596,330,4.27605,335
06/11/2000 06:45,7.28125,5.592,329,4.2710028,334
06/11/2000 07:00,7.291666667,5.586,330,4.2659556,331
06/11/2000 07:15,7.302083333,5.584,331,4.2600672,331
06/11/2000 07:30,7.3125,5.577,331,4.25502,332
06/11/2000 07:45,7.322916667,5.574,330,4.2516552,330
06/11/2000 08:00,7.333333333,5.571,328,4.2482904,329
06/11/2000 08:15,7.34375,5.57,329,4.2432432,330
06/11/2000 08:30,7.354166667,5.569,328,4.2415608,331
06/11/2000 08:45,7.364583333,5.568,330,4.2356724,331
06/11/2000 09:00,7.375,5.566,330,4.2331488,330
06/11/2000 09:15,7.385416667,5.564,332,4.2306252,328
06/11/2000 09:30,7.395833333,5.565,329,4.229784,329
06/11/2000 09:45,7.40625,5.565,327,4.2289428,328
06/11/2000 10:00,7.416666667,5.564,326,4.2281016,330
06/11/2000 10:15,7.427083333,5.566,327,4.2264192,330
06/11/2000 10:30,7.4375,5.566,327,4.2247368,332
06/11/2000 10:45,7.447916667,5.568,327,4.225578,329
06/11/2000 11:00,7.458333333,5.57,326,4.225578,327
06/11/2000 11:15,7.46875,5.57,330,4.2247368,326
06/11/2000 11:30,7.479166667,5.573,331,4.2264192,327
06/11/2000 11:45,7.489583333,5.578,330,4.2264192,327
06/11/2000 12:00,7.5,5.582,329,4.2281016,327
06/11/2000 12:15,7.510416667,5.585,331,4.229784,326
06/11/2000 12:30,7.520833333,5.589,331,4.229784,330
06/11/2000 12:45,7.53125,5.596,334,4.2323076,331
06/11/2000 13:00,7.541666667,5.599,336,4.2365136,330
06/11/2000 13:15,7.552083333,5.605,335,4.2398784,329
06/11/2000 13:30,7.5625,5.612,337,4.242402,331
06/11/2000 13:45,7.572916667,5.619,339,4.2457668,331
06/11/2000 14:00,7.583333333,5.624,340,4.2516552,334
06/11/2000 14:15,7.59375,5.63,341,4.2541788,336
06/11/2000 14:30,7.604166667,5.639,342,4.259226,335
06/11/2000 14:45,7.614583333,5.648,344,4.2651144,337
06/11/2000 15:00,7.625,5.656,346,4.2710028,339
06/11/2000 15:15,7.635416667,5.665,345,4.2752088,340
06/11/2000 15:30,7.645833333,5.676,349,4.280256,341
06/11/2000 15:45,7.65625,5.684,352,4.2878268,342
06/11/2000 16:00,7.666666667,5.691,354,4.2953976,344
06/11/2000 16:15,7.677083333,5.702,356,4.3021272,346
06/11/2000 16:30,7.6875,5.713,357,4.309698,345
06/11/2000 16:45,7.697916667,5.723,359,4.3189512,349
06/11/2000 17:00,7.708333333,5.732,359,4.3256808,352
06/11/2000 17:15,7.71875,5.74,362,4.3315692,354
06/11/2000 17:30,7.729166667,5.75,364,4.3408224,356
06/11/2000 17:45,7.739583333,5.763,368,4.3500756,357
06/11/2000 18:00,7.75,5.772,367,4.3584876,359
06/11/2000 18:15,7.760416667,5.781,370,4.3660584,359
06/11/2000 18:30,7.770833333,5.795,370,4.372788,362
06/11/2000 18:45,7.78125,5.808,371,4.3812,364
06/11/2000 19:00,7.791666667,5.816,374,4.3921356,368
06/11/2000 19:15,7.802083333,5.825,376,4.3997064,367
06/11/2000 19:30,7.8125,5.837,380,4.4072772,370
06/11/2000 19:45,7.822916667,5.85,378,4.419054,370
06/11/2000 20:00,7.833333333,5.859,380,4.4299896,371
06/11/2000 20:15,7.84375,5.874,381,4.4367192,374
06/11/2000 20:30,7.854166667,5.885,385,4.44429,376
06/11/2000 20:45,7.864583333,5.894,387,4.4543844,380
06/11/2000 21:00,7.875,5.909,387,4.46532,378
06/11/2000 21:15,7.885416667,5.921,389,4.4728908,380
06/11/2000 21:30,7.895833333,5.934,391,4.4855088,381
06/11/2000 21:45,7.90625,5.943,393,4.494762,385
06/11/2000 22:00,7.916666667,5.956,395,4.5023328,387
06/11/2000 22:15,7.927083333,5.968,395,4.5149508,387
06/11/2000 22:30,7.9375,5.983,397,4.5250452,389
06/11/2000 22:45,7.947916667,5.994,398,4.5359808,391
06/11/2000 23:00,7.958333333,6.006,401,4.5435516,393
06/11/2000 23:15,7.96875,6.02,403,4.5544872,395
06/11/2000 23:30,7.979166667,6.028,408,4.5645816,395
06/11/2000 23:45,7.989583333,6.043,407,4.5771996,397
07/11/2000 00:00,8,6.053,408,4.5864528,398
07/11/2000 00:15,8.010416667,6.064,411,4.5965472,401
07/11/2000 00:30,8.020833333,6.075,416,4.608324,403
07/11/2000 00:45,8.03125,6.082,416,4.6150536,408
07/11/2000 01:00,8.041666667,6.092,419,4.6276716,407
07/11/2000 01:15,8.052083333,6.101,422,4.6360836,408
07/11/2000 01:30,8.0625,6.104,424,4.6453368,411
07/11/2000 01:45,8.072916667,6.116,427,4.65459,416
07/11/2000 02:00,8.083333333,6.126,429,4.6604784,416
07/11/2000 02:15,8.09375,6.137,432,4.6688904,419
07/11/2000 02:30,8.104166667,6.14,436,4.6764612,422
07/11/2000 02:45,8.114583333,6.148,439,4.6789848,424
07/11/2000 03:00,8.125,6.158,439,4.6890792,427
07/11/2000 03:15,8.135416667,6.161,443,4.6974912,429
07/11/2000 03:30,8.145833333,6.167,447,4.7067444,432
07/11/2000 03:45,8.15625,6.175,447,4.709268,436
07/11/2000 04:00,8.166666667,6.177,450,4.7159976,439
07/11/2000 04:15,8.177083333,6.184,452,4.7244096,439
07/11/2000 04:30,8.1875,6.184,455,4.7269332,443
07/11/2000 04:45,8.197916667,6.195,455,4.7319804,447
07/11/2000 05:00,8.208333333,6.211,450,4.73871,447
07/11/2000 05:15,8.21875,6.219,450,4.7403924,450
07/11/2000 05:30,8.229166667,6.237,448,4.7462808,452
07/11/2000 05:45,8.239583333,6.244,450,4.7462808,455
07/11/2000 06:00,8.25,6.26,451,4.755534,455
07/11/2000 06:15,8.260416667,6.266,452,4.7689932,450
07/11/2000 06:30,8.270833333,6.275,454,4.7757228,450
07/11/2000 06:45,8.28125,6.282,456,4.7908644,448
07/11/2000 07:00,8.291666667,6.297,456,4.7967528,450
07/11/2000 07:15,8.302083333,6.299,457,4.810212,451
07/11/2000 07:30,8.3125,6.312,461,4.8152592,452
07/11/2000 07:45,8.322916667,6.322,462,4.82283,454
07/11/2000 08:00,8.333333333,6.326,463,4.8287184,456
07/11/2000 08:15,8.34375,6.335,463,4.8413364,456
07/11/2000 08:30,8.354166667,6.345,463,4.8430188,457
07/11/2000 08:45,8.364583333,6.356,467,4.8539544,461
07/11/2000 09:00,8.375,6.364,468,4.8623664,462
07/11/2000 09:15,8.385416667,6.37,470,4.8657312,463
07/11/2000 09:30,8.395833333,6.379,469,4.873302,463
07/11/2000 09:45,8.40625,6.386,471,4.881714,463
07/11/2000 10:00,8.416666667,6.392,471,4.8909672,467
07/11/2000 10:15,8.427083333,6.402,476,4.8976968,468
07/11/2000 10:30,8.4375,6.406,475,4.902744,470
07/11/2000 10:45,8.447916667,6.41,478,4.9103148,469
07/11/2000 11:00,8.458333333,6.417,477,4.9162032,471
07/11/2000 11:15,8.46875,6.423,474,4.9212504,471
07/11/2000 11:30,8.479166667,6.433,475,4.9296624,476
07/11/2000 11:45,8.489583333,6.44,478,4.9330272,475
07/11/2000 12:00,8.5,6.442,474,4.936392,478
07/11/2000 12:15,8.510416667,6.444,477,4.9422804,477
07/11/2000 12:30,8.520833333,6.445,477,4.9473276,474
07/11/2000 12:45,8.53125,6.447,478,4.9557396,475
07/11/2000 13:00,8.541666667,6.453,477,4.961628,478
07/11/2000 13:15,8.552083333,6.457,476,4.9633104,474
07/11/2000 13:30,8.5625,6.459,477,4.9649928,477
07/11/2000 13:45,8.572916667,6.463,477,4.965834,477
07/11/2000 14:00,8.583333333,6.462,477,4.9675164,478
07/11/2000 14:15,8.59375,6.471,475,4.9725636,477
07/11/2000 14:30,8.604166667,6.471,475,4.9759284,476
07/11/2000 14:45,8.614583333,6.469,479,4.9776108,477
07/11/2000 15:00,8.625,6.47,476,4.9809756,477
07/11/2000 15:15,8.635416667,6.475,477,4.9801344,477
07/11/2000 15:30,8.645833333,6.475,476,4.9877052,475
07/11/2000 15:45,8.65625,6.479,474,4.9877052,475
07/11/2000 16:00,8.666666667,6.478,476,4.9860228,479
07/11/2000 16:15,8.677083333,6.479,476,4.986864,476
07/11/2000 16:30,8.6875,6.475,476,4.99107,477
07/11/2000 16:45,8.697916667,6.478,475,4.99107,476
07/11/2000 17:00,8.708333333,6.475,474,4.9944348,474
07/11/2000 17:15,8.71875,6.48,475,4.9935936,476
07/11/2000 17:30,8.729166667,6.478,472,4.9944348,476
07/11/2000 17:45,8.739583333,6.479,474,4.99107,476
07/11/2000 18:00,8.75,6.474,472,4.9935936,475
07/11/2000 18:15,8.760416667,6.474,475,4.99107,474
07/11/2000 18:30,8.770833333,6.477,472,4.995276,475
07/11/2000 18:45,8.78125,6.479,470,4.9935936,472
07/11/2000 19:00,8.791666667,6.479,473,4.9944348,474
07/11/2000 19:15,8.802083333,6.478,473,4.9902288,472
07/11/2000 19:30,8.8125,6.475,472,4.9902288,475
07/11/2000 19:45,8.822916667,6.474,473,4.9927524,472
07/11/2000 20:00,8.833333333,6.472,472,4.9944348,470
07/11/2000 20:15,8.84375,6.473,470,4.9944348,473
07/11/2000 20:30,8.854166667,6.473,472,4.9935936,473
07/11/2000 20:45,8.864583333,6.477,471,4.99107,472
07/11/2000 21:00,8.875,6.475,472,4.9902288,473
07/11/2000 21:15,8.885416667,6.476,473,4.9885464,472
07/11/2000 21:30,8.895833333,6.47,472,4.9893876,470
07/11/2000 21:45,8.90625,6.477,474,4.9893876,472
07/11/2000 22:00,8.916666667,6.472,473,4.9927524,471
07/11/2000 22:15,8.927083333,6.473,474,4.99107,472
07/11/2000 22:30,8.9375,6.477,471,4.9919112,473
07/11/2000 22:45,8.947916667,6.473,473,4.986864,472
07/11/2000 23:00,8.958333333,6.474,473,4.9927524,474
07/11/2000 23:15,8.96875,6.477,474,4.9885464,473
07/11/2000 23:30,8.979166667,6.472,472,4.9893876,474
07/11/2000 23:45,8.989583333,6.476,470,4.9927524,471
08/11/2000 00:00,9,6.476,471,4.9893876,473
08/11/2000 00:15,9.010416667,6.472,472,4.9902288,473
08/11/2000 00:30,9.020833333,6.474,472,4.9927524,474
08/11/2000 00:45,9.03125,6.474,474,4.9885464,472
08/11/2000 01:00,9.041666667,6.474,477,4.9919112,470
08/11/2000 01:15,9.052083333,6.475,477,4.9919112,471
08/11/2000 01:30,9.0625,6.476,475,4.9885464,472
08/11/2000 01:45,9.072916667,6.479,474,4.9902288,472
08/11/2000 02:00,9.083333333,6.477,473,4.9902288,474
08/11/2000 02:15,9.09375,6.481,475,4.9902288,477
08/11/2000 02:30,9.104166667,6.479,474,4.99107,477
08/11/2000 02:45,9.114583333,6.483,473,4.9919112,475
08/11/2000 03:00,9.125,6.482,474,4.9944348,474
08/11/2000 03:15,9.135416667,6.481,478,4.9927524,473
08/11/2000 03:30,9.145833333,6.478,474,4.9961172,475
08/11/2000 03:45,9.15625,6.481,475,4.9944348,474
08/11/2000 04:00,9.166666667,6.476,476,4.9977996,473
08/11/2000 04:15,9.177083333,6.48,476,4.9969584,474
08/11/2000 04:30,9.1875,6.483,475,4.9961172,478
08/11/2000 04:45,9.197916667,6.48,474,4.9935936,474
08/11/2000 05:00,9.208333333,6.48,474,4.9961172,475
08/11/2000 05:15,9.21875,6.481,478,4.9919112,476
08/11/2000 05:30,9.229166667,6.481,475,4.995276,476
08/11/2000 05:45,9.239583333,6.48,476,4.9977996,475
08/11/2000 06:00,9.25,6.478,476,4.995276,474
08/11/2000 06:15,9.260416667,6.482,476,4.995276,474
08/11/2000 06:30,9.270833333,6.48,478,4.9961172,478
08/11/2000 06:45,9.28125,6.483,477,4.9961172,475
08/11/2000 07:00,9.291666667,6.48,475,4.995276,476
08/11/2000 07:15,9.302083333,6.48,475,4.9935936,476
08/11/2000 07:30,9.3125,6.48,474,4.9969584,476
08/11/2000 07:45,9.322916667,6.483,474,4.995276,478
08/11/2000 08:00,9.333333333,6.479,477,4.9977996,477
08/11/2000 08:15,9.34375,6.475,477,4.995276,475
08/11/2000 08:30,9.354166667,6.48,473,4.995276,475
08/11/2000 08:45,9.364583333,6.476,476,4.995276,474
08/11/2000 09:00,9.375,6.48,472,4.9977996,474
08/11/2000 09:15,9.385416667,6.478,473,4.9944348,477
08/11/2000 09:30,9.395833333,6.477,473,4.99107,477
08/11/2000 09:45,9.40625,6.476,473,4.995276,473
08/11/2000 10:00,9.416666667,6.476,474,4.9919112,476
08/11/2000 10:15,9.427083333,6.474,473,4.995276,472
08/11/2000 10:30,9.4375,6.474,474,4.9935936,473
08/11/2000 10:45,9.447916667,6.474,472,4.9927524,473
08/11/2000 11:00,9.458333333,6.473,472,4.9919112,473
08/11/2000 11:15,9.46875,6.476,471,4.9919112,474
08/11/2000 11:30,9.479166667,6.474,474,4.9902288,473
08/11/2000 11:45,9.489583333,6.471,474,4.9902288,474
08/11/2000 12:00,9.5,6.47,471,4.9902288,472
08/11/2000 12:15,9.510416667,6.464,472,4.9893876,472
08/11/2000 12:30,9.520833333,6.464,472,4.9919112,471
08/11/2000 12:45,9.53125,6.463,470,4.9902288,474
08/11/2000 13:00,9.541666667,6.461,471,4.9877052,474
08/11/2000 13:15,9.552083333,6.458,470,4.986864,471
08/11/2000 13:30,9.5625,6.459,469,4.9818168,472
08/11/2000 13:45,9.572916667,6.458,471,4.9818168,472
08/11/2000 14:00,9.583333333,6.456,467,4.9809756,470
08/11/2000 14:15,9.59375,6.453,466,4.9792932,471
08/11/2000 14:30,9.604166667,6.448,467,4.9767696,470
08/11/2000 14:45,9.614583333,6.45,466,4.9776108,469
08/11/2000 15:00,9.625,6.445,465,4.9767696,471
08/11/2000 15:15,9.635416667,6.446,466,4.9750872,467
08/11/2000 15:30,9.645833333,6.442,466,4.9725636,466
08/11/2000 15:45,9.65625,6.439,463,4.9683576,467
08/11/2000 16:00,9.666666667,6.435,465,4.97004,466
08/11/2000 16:15,9.677083333,6.431,463,4.965834,465
08/11/2000 16:30,9.6875,6.429,462,4.9666752,466
08/11/2000 16:45,9.697916667,6.428,463,4.9633104,466
08/11/2000 17:00,9.708333333,6.428,463,4.9607868,463
08/11/2000 17:15,9.71875,6.422,460,4.957422,465
08/11/2000 17:30,9.729166667,6.416,460,4.9540572,463
08/11/2000 17:45,9.739583333,6.415,458,4.9523748,462
08/11/2000 18:00,9.75,6.409,459,4.9515336,463
08/11/2000 18:15,9.760416667,6.41,461,4.9515336,463
08/11/2000 18:30,9.770833333,6.408,458,4.9464864,460
08/11/2000 18:45,9.78125,6.403,455,4.9414392,460
08/11/2000 19:00,9.791666667,6.397,456,4.940598,458
08/11/2000 19:15,9.802083333,6.398,458,4.9355508,459
08/11/2000 19:30,9.8125,6.392,455,4.936392,461
08/11/2000 19:45,9.822916667,6.388,457,4.9347096,458
08/11/2000 20:00,9.833333333,6.388,453,4.9305036,455
08/11/2000 20:15,9.84375,6.385,455,4.9254564,456
08/11/2000 20:30,9.854166667,6.383,454,4.9262976,458
08/11/2000 20:45,9.864583333,6.377,454,4.9212504,455
08/11/2000 21:00,9.875,6.375,454,4.9178856,457
08/11/2000 21:15,9.885416667,6.371,451,4.9178856,453
08/11/2000 21:30,9.895833333,6.366,452,4.915362,455
08/11/2000 21:45,9.90625,6.364,447,4.9136796,454
08/11/2000 22:00,9.916666667,6.362,447,4.9086324,454
08/11/2000 22:15,9.927083333,6.361,447,4.90695,454
08/11/2000 22:30,9.9375,6.353,445,4.9035852,451
08/11/2000 22:45,9.947916667,6.35,446,4.8993792,452
08/11/2000 23:00,9.958333333,6.349,445,4.8976968,447
08/11/2000 23:15,9.96875,6.342,444,4.8960144,447
08/11/2000 23:30,9.979166667,6.343,444,4.8951732,447
08/11/2000 23:45,9.989583333,6.333,444,4.8884436,445
09/11/2000 00:00,10,6.331,444,4.88592,446
09/11/2000 00:15,10.01041667,6.333,442,4.8850788,445
09/11/2000 00:30,10.02083333,6.329,440,4.8791904,444
09/11/2000 00:45,10.03125,6.322,442,4.8800316,444
09/11/2000 01:00,10.04166667,6.322,440,4.8716196,444
09/11/2000 01:15,10.05208333,6.314,438,4.8699372,444
09/11/2000 01:30,10.0625,6.308,437,4.8716196,442
09/11/2000 01:45,10.07291667,6.306,438,4.8682548,440
09/11/2000 02:00,10.08333333,6.3,437,4.8623664,442
09/11/2000 02:15,10.09375,6.3,435,4.8623664,440
09/11/2000 02:30,10.10416667,6.297,435,4.8556368,438
09/11/2000 02:45,10.11458333,6.293,434,4.8505896,437
09/11/2000 03:00,10.125,6.289,435,4.8489072,438
09/11/2000 03:15,10.13541667,6.285,432,4.84386,437
09/11/2000 03:30,10.14583333,6.281,432,4.84386,435
09/11/2000 03:45,10.15625,6.28,430,4.8413364,435
09/11/2000 04:00,10.16666667,6.275,433,4.8379716,434
09/11/2000 04:15,10.17708333,6.269,433,4.8346068,435
09/11/2000 04:30,10.1875,6.268,430,4.831242,432
09/11/2000 04:45,10.19791667,6.264,429,4.8278772,432
09/11/2000 05:00,10.20833333,6.26,428,4.827036,430
09/11/2000 05:15,10.21875,6.253,426,4.82283,433
09/11/2000 05:30,10.22916667,6.253,427,4.8177828,433
09/11/2000 05:45,10.23958333,6.247,426,4.8169416,430
09/11/2000 06:00,10.25,6.243,423,4.8135768,429
09/11/2000 06:15,10.26041667,6.241,423,4.810212,428
09/11/2000 06:30,10.27083333,6.237,424,4.8043236,426
09/11/2000 06:45,10.28125,6.236,421,4.8043236,427
09/11/2000 07:00,10.29166667,6.232,421,4.7992764,426
09/11/2000 07:15,10.30208333,6.227,418,4.7959116,423
09/11/2000 07:30,10.3125,6.222,419,4.7942292,423
09/11/2000 07:45,10.32291667,6.221,419,4.7908644,424
09/11/2000 08:00,10.33333333,6.212,418,4.7900232,421
09/11/2000 08:15,10.34375,6.212,417,4.7866584,421
09/11/2000 08:30,10.35416667,6.209,417,4.7824524,418
09/11/2000 08:45,10.36458333,6.202,416,4.7782464,419
09/11/2000 09:00,10.375,6.202,416,4.7774052,419
09/11/2000 09:15,10.38541667,6.197,412,4.7698344,418
09/11/2000 09:30,10.39583333,6.192,410,4.7698344,417
09/11/2000 09:45,10.40625,6.191,411,4.7673108,417
09/11/2000 10:00,10.41666667,6.187,410,4.7614224,416
09/11/2000 10:15,10.42708333,6.183,411,4.7614224,416
09/11/2000 10:30,10.4375,6.178,410,4.7572164,412
09/11/2000 10:45,10.44791667,6.176,407,4.7530104,410
09/11/2000 11:00,10.45833333,6.172,405,4.7521692,411
09/11/2000 11:15,10.46875,6.167,407,4.7488044,410
09/11/2000 11:30,10.47916667,6.165,406,4.7454396,411
09/11/2000 11:45,10.48958333,6.161,405,4.7412336,410
09/11/2000 12:00,10.5,6.152,404,4.7395512,407
09/11/2000 12:15,10.51041667,6.148,402,4.7361864,405
